cell_type,image_url,set_number
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_17.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_18.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_19.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_20.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_21.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_22.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_23.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_24.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_25.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_26.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_27.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_28.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_29.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_30.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_31.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_32.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_33.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_34.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_35.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_36.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_37.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_38.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_39.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_40.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_41.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_42.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_43.png,set3
HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set3/Processed/nuclear_44.png,set3
