frame_number,horizontal_quadrant,image_url,vertical_quadrant
5,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_5_quad_0_0.png,0
5,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_5_quad_0_1.png,1
5,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_5_quad_1_0.png,0
5,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_5_quad_1_1.png,1
6,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_6_quad_0_0.png,0
6,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_6_quad_0_1.png,1
6,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_6_quad_1_0.png,0
6,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_6_quad_1_1.png,1
7,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_7_quad_0_0.png,0
7,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_7_quad_0_1.png,1
7,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_7_quad_1_0.png,0
7,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_7_quad_1_1.png,1
8,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_8_quad_0_0.png,0
8,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_8_quad_0_1.png,1
8,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_8_quad_1_0.png,0
8,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_8_quad_1_1.png,1
9,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_9_quad_0_0.png,0
9,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_9_quad_0_1.png,1
9,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_9_quad_1_0.png,0
9,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_9_quad_1_1.png,1
10,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_10_quad_0_0.png,0
10,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_10_quad_0_1.png,1
10,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_10_quad_1_0.png,0
10,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_10_quad_1_1.png,1
11,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_11_quad_0_0.png,0
11,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_11_quad_0_1.png,1
11,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_11_quad_1_0.png,0
11,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_11_quad_1_1.png,1
12,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_12_quad_0_0.png,0
12,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_12_quad_0_1.png,1
12,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_12_quad_1_0.png,0
12,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_12_quad_1_1.png,1
13,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_13_quad_0_0.png,0
13,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_13_quad_0_1.png,1
13,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_13_quad_1_0.png,0
13,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_13_quad_1_1.png,1
14,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_14_quad_0_0.png,0
14,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_14_quad_0_1.png,1
14,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_14_quad_1_0.png,0
14,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_14_quad_1_1.png,1
15,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_15_quad_0_0.png,0
15,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_15_quad_0_1.png,1
15,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_15_quad_1_0.png,0
15,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_15_quad_1_1.png,1
16,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_16_quad_0_0.png,0
16,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_16_quad_0_1.png,1
16,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_16_quad_1_0.png,0
16,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_16_quad_1_1.png,1
17,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_17_quad_0_0.png,0
17,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_17_quad_0_1.png,1
17,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_17_quad_1_0.png,0
17,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_17_quad_1_1.png,1
18,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_18_quad_0_0.png,0
18,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_18_quad_0_1.png,1
18,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_18_quad_1_0.png,0
18,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_18_quad_1_1.png,1
19,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_19_quad_0_0.png,0
19,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_19_quad_0_1.png,1
19,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_19_quad_1_0.png,0
19,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_19_quad_1_1.png,1
20,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_20_quad_0_0.png,0
20,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_20_quad_0_1.png,1
20,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_20_quad_1_0.png,0
20,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_20_quad_1_1.png,1
21,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_21_quad_0_0.png,0
21,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_21_quad_0_1.png,1
21,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_21_quad_1_0.png,0
21,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_21_quad_1_1.png,1
22,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_22_quad_0_0.png,0
22,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_22_quad_0_1.png,1
22,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_22_quad_1_0.png,0
22,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_22_quad_1_1.png,1
23,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_23_quad_0_0.png,0
23,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_23_quad_0_1.png,1
23,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_23_quad_1_0.png,0
23,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_23_quad_1_1.png,1
24,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_24_quad_0_0.png,0
24,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_24_quad_0_1.png,1
24,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_24_quad_1_0.png,0
24,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_24_quad_1_1.png,1
25,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_25_quad_0_0.png,0
25,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_25_quad_0_1.png,1
25,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_25_quad_1_0.png,0
25,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_25_quad_1_1.png,1
26,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_26_quad_0_0.png,0
26,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_26_quad_0_1.png,1
26,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_26_quad_1_0.png,0
26,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_26_quad_1_1.png,1
27,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_27_quad_0_0.png,0
27,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_27_quad_0_1.png,1
27,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_27_quad_1_0.png,0
27,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_27_quad_1_1.png,1
28,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_28_quad_0_0.png,0
28,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_28_quad_0_1.png,1
28,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_28_quad_1_0.png,0
28,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_28_quad_1_1.png,1
29,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_29_quad_0_0.png,0
29,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_29_quad_0_1.png,1
29,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_29_quad_1_0.png,0
29,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_29_quad_1_1.png,1
30,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_30_quad_0_0.png,0
30,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_30_quad_0_1.png,1
30,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_30_quad_1_0.png,0
30,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_30_quad_1_1.png,1
31,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_31_quad_0_0.png,0
31,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_31_quad_0_1.png,1
31,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_31_quad_1_0.png,0
31,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_31_quad_1_1.png,1
32,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_32_quad_0_0.png,0
32,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_32_quad_0_1.png,1
32,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_32_quad_1_0.png,0
32,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_32_quad_1_1.png,1
33,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_33_quad_0_0.png,0
33,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_33_quad_0_1.png,1
33,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_33_quad_1_0.png,0
33,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_33_quad_1_1.png,1
34,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_34_quad_0_0.png,0
34,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_34_quad_0_1.png,1
34,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_34_quad_1_0.png,0
34,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_34_quad_1_1.png,1
35,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_35_quad_0_0.png,0
35,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_35_quad_0_1.png,1
35,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_35_quad_1_0.png,0
35,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_35_quad_1_1.png,1
36,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_36_quad_0_0.png,0
36,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_36_quad_0_1.png,1
36,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_36_quad_1_0.png,0
36,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_36_quad_1_1.png,1
37,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_37_quad_0_0.png,0
37,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_37_quad_0_1.png,1
37,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_37_quad_1_0.png,0
37,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_37_quad_1_1.png,1
38,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_38_quad_0_0.png,0
38,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_38_quad_0_1.png,1
38,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_38_quad_1_0.png,0
38,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_38_quad_1_1.png,1
39,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_39_quad_0_0.png,0
39,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_39_quad_0_1.png,1
39,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_39_quad_1_0.png,0
39,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_39_quad_1_1.png,1
40,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_40_quad_0_0.png,0
40,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_40_quad_0_1.png,1
40,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_40_quad_1_0.png,0
40,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_40_quad_1_1.png,1
41,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_41_quad_0_0.png,0
41,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_41_quad_0_1.png,1
41,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_41_quad_1_0.png,0
41,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_41_quad_1_1.png,1
42,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_42_quad_0_0.png,0
42,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_42_quad_0_1.png,1
42,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_42_quad_1_0.png,0
42,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_42_quad_1_1.png,1
43,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_43_quad_0_0.png,0
43,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_43_quad_0_1.png,1
43,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_43_quad_1_0.png,0
43,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_43_quad_1_1.png,1
44,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_44_quad_0_0.png,0
44,0,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_44_quad_0_1.png,1
44,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_44_quad_1_0.png,0
44,1,https://s3-us-west-1.amazonaws.com/daves-amazons3-bucket/data/cytoplasm/hela/set3/phase_44_quad_1_1.png,1
